gene	true_lfc	is_de
gene1	0	FALSE
gene2	-2.0348740061745	TRUE
gene3	0	FALSE
gene4	0	FALSE
gene5	0	FALSE
gene6	0	FALSE
gene7	0	FALSE
gene8	0	FALSE
gene9	0	FALSE
gene10	0	FALSE
gene11	0	FALSE
gene12	0	FALSE
gene13	0	FALSE
gene14	0	FALSE
gene15	0	FALSE
gene16	0	FALSE
gene17	2.66737512126565	TRUE
gene18	0	FALSE
gene19	0	FALSE
gene20	-2.42969757225364	TRUE
gene21	0	FALSE
gene22	0	FALSE
gene23	0	FALSE
gene24	0	FALSE
gene25	0	FALSE
gene26	0	FALSE
gene27	0	FALSE
gene28	-2.51888944534585	TRUE
gene29	0	FALSE
gene30	-2.47490665083751	TRUE
gene31	0	FALSE
gene32	0	FALSE
gene33	0	FALSE
gene34	0	FALSE
gene35	0	FALSE
gene36	0	FALSE
gene37	0	FALSE
gene38	0	FALSE
gene39	0	FALSE
gene40	0	FALSE
gene41	0	FALSE
gene42	0	FALSE
gene43	0	FALSE
gene44	0	FALSE
gene45	0	FALSE
gene46	-1.41657090932131	TRUE
gene47	0	FALSE
gene48	0	FALSE
gene49	0	FALSE
gene50	0	FALSE
gene51	0	FALSE
gene52	0	FALSE
gene53	0	FALSE
gene54	1.50332716247067	TRUE
gene55	0	FALSE
gene56	0	FALSE
gene57	0	FALSE
gene58	0	FALSE
gene59	0	FALSE
gene60	0	FALSE
gene61	-1.90154807316139	TRUE
gene62	0	FALSE
gene63	0	FALSE
gene64	0	FALSE
gene65	0	FALSE
gene66	0	FALSE
gene67	0	FALSE
gene68	0	FALSE
gene69	0	FALSE
gene70	0	FALSE
gene71	0	FALSE
gene72	0	FALSE
gene73	-2.83905017282814	TRUE
gene74	-1.99631318077445	TRUE
gene75	0	FALSE
gene76	0	FALSE
gene77	0	FALSE
gene78	0	FALSE
gene79	0	FALSE
gene80	0	FALSE
gene81	0	FALSE
gene82	2.21568119013682	TRUE
gene83	0	FALSE
gene84	0	FALSE
gene85	0	FALSE
gene86	0	FALSE
gene87	0	FALSE
gene88	0	FALSE
gene89	0	FALSE
gene90	0	FALSE
gene91	0	FALSE
gene92	0	FALSE
gene93	1.21398937376216	TRUE
gene94	2.07754400186241	TRUE
gene95	0	FALSE
gene96	0	FALSE
gene97	0	FALSE
gene98	0	FALSE
gene99	0	FALSE
gene100	0	FALSE
gene101	0	FALSE
gene102	0	FALSE
gene103	0	FALSE
gene104	0	FALSE
gene105	0	FALSE
gene106	0	FALSE
gene107	0	FALSE
gene108	2.14108270546421	TRUE
gene109	0	FALSE
gene110	0	FALSE
gene111	2.27216905588284	TRUE
gene112	0	FALSE
gene113	0	FALSE
gene114	0	FALSE
gene115	-1.05347094265744	TRUE
gene116	0	FALSE
gene117	0	FALSE
gene118	0	FALSE
gene119	0	FALSE
gene120	0	FALSE
gene121	0	FALSE
gene122	0	FALSE
gene123	0	FALSE
gene124	0	FALSE
gene125	0	FALSE
gene126	0	FALSE
gene127	0	FALSE
gene128	0	FALSE
gene129	0	FALSE
gene130	0	FALSE
gene131	-2.97303716652095	TRUE
gene132	0	FALSE
gene133	0	FALSE
gene134	0	FALSE
gene135	-1.41134718619287	TRUE
gene136	0	FALSE
gene137	0	FALSE
gene138	-2.26805618125945	TRUE
gene139	0	FALSE
gene140	0	FALSE
gene141	1.69761966494843	TRUE
gene142	0	FALSE
gene143	0	FALSE
gene144	0	FALSE
gene145	0	FALSE
gene146	0	FALSE
gene147	-2.34443240333349	TRUE
gene148	0	FALSE
gene149	0	FALSE
gene150	2.98623969545588	TRUE
gene151	0	FALSE
gene152	0	FALSE
gene153	0	FALSE
gene154	0	FALSE
gene155	0	FALSE
gene156	0	FALSE
gene157	0	FALSE
gene158	0	FALSE
gene159	-1.56914825970307	TRUE
gene160	0	FALSE
gene161	0	FALSE
gene162	0	FALSE
gene163	0	FALSE
gene164	0	FALSE
gene165	0	FALSE
gene166	0	FALSE
gene167	0	FALSE
gene168	0	FALSE
gene169	0	FALSE
gene170	-1.63312322506681	TRUE
gene171	0	FALSE
gene172	-2.5457292990759	TRUE
gene173	0	FALSE
gene174	2.61162242665887	TRUE
gene175	0	FALSE
gene176	0	FALSE
gene177	0	FALSE
gene178	-1.1040312089026	TRUE
gene179	1.91744622634724	TRUE
gene180	0	FALSE
gene181	0	FALSE
gene182	0	FALSE
gene183	0	FALSE
gene184	0	FALSE
gene185	0	FALSE
gene186	0	FALSE
gene187	0	FALSE
gene188	0	FALSE
gene189	0	FALSE
gene190	0	FALSE
gene191	0	FALSE
gene192	0	FALSE
gene193	0	FALSE
gene194	0	FALSE
gene195	0	FALSE
gene196	0	FALSE
gene197	0	FALSE
gene198	0	FALSE
gene199	1.03458365052938	TRUE
gene200	0	FALSE
gene201	0	FALSE
gene202	-1.49170669587329	TRUE
gene203	1.69169952487573	TRUE
gene204	0	FALSE
gene205	0	FALSE
gene206	-1.3983967602253	TRUE
gene207	0	FALSE
gene208	0	FALSE
gene209	0	FALSE
gene210	0	FALSE
gene211	2.99198451638222	TRUE
gene212	1.4078813707456	TRUE
gene213	0	FALSE
gene214	0	FALSE
gene215	0	FALSE
gene216	0	FALSE
gene217	0	FALSE
gene218	0	FALSE
gene219	0	FALSE
gene220	0	FALSE
gene221	0	FALSE
gene222	0	FALSE
gene223	0	FALSE
gene224	0	FALSE
gene225	1.63966351980343	TRUE
gene226	0	FALSE
gene227	0	FALSE
gene228	0	FALSE
gene229	0	FALSE
gene230	0	FALSE
gene231	0	FALSE
gene232	0	FALSE
gene233	0	FALSE
gene234	0	FALSE
gene235	2.98609056416899	TRUE
gene236	0	FALSE
gene237	0	FALSE
gene238	0	FALSE
gene239	0	FALSE
gene240	0	FALSE
gene241	0	FALSE
gene242	0	FALSE
gene243	0	FALSE
gene244	-1.4497458464466	TRUE
gene245	0	FALSE
gene246	0	FALSE
gene247	-1.96123547153547	TRUE
gene248	0	FALSE
gene249	0	FALSE
gene250	0	FALSE
gene251	0	FALSE
gene252	0	FALSE
gene253	-2.59010247234255	TRUE
gene254	0	FALSE
gene255	0	FALSE
gene256	0	FALSE
gene257	0	FALSE
gene258	0	FALSE
gene259	0	FALSE
gene260	0	FALSE
gene261	1.07763186236843	TRUE
gene262	0	FALSE
gene263	0	FALSE
gene264	0	FALSE
gene265	-1.00081008672714	TRUE
gene266	0	FALSE
gene267	0	FALSE
gene268	0	FALSE
gene269	0	FALSE
gene270	0	FALSE
gene271	0	FALSE
gene272	0	FALSE
gene273	-1.97248433483765	TRUE
gene274	0	FALSE
gene275	0	FALSE
gene276	0	FALSE
gene277	0	FALSE
gene278	0	FALSE
gene279	0	FALSE
gene280	-2.33394267503172	TRUE
gene281	0	FALSE
gene282	0	FALSE
gene283	0	FALSE
gene284	0	FALSE
gene285	0	FALSE
gene286	0	FALSE
gene287	0	FALSE
gene288	0	FALSE
gene289	-1.27503551729023	TRUE
gene290	0	FALSE
gene291	0	FALSE
gene292	1.18571879155934	TRUE
gene293	0	FALSE
gene294	0	FALSE
gene295	0	FALSE
gene296	0	FALSE
gene297	0	FALSE
gene298	0	FALSE
gene299	0	FALSE
gene300	0	FALSE
gene301	-2.8328979103826	TRUE
gene302	0	FALSE
gene303	0	FALSE
gene304	-1.56552845053375	TRUE
gene305	0	FALSE
gene306	0	FALSE
gene307	0	FALSE
gene308	0	FALSE
gene309	-2.51851633936167	TRUE
gene310	-1.41314005013555	TRUE
gene311	0	FALSE
gene312	0	FALSE
gene313	0	FALSE
gene314	0	FALSE
gene315	0	FALSE
gene316	0	FALSE
gene317	0	FALSE
gene318	0	FALSE
gene319	0	FALSE
gene320	0	FALSE
gene321	0	FALSE
gene322	0	FALSE
gene323	0	FALSE
gene324	2.55289016477764	TRUE
gene325	0	FALSE
gene326	0	FALSE
gene327	0	FALSE
gene328	0	FALSE
gene329	0	FALSE
gene330	-1.68207981670275	TRUE
gene331	0	FALSE
gene332	0	FALSE
gene333	0	FALSE
gene334	0	FALSE
gene335	2.29090087860823	TRUE
gene336	0	FALSE
gene337	0	FALSE
gene338	0	FALSE
gene339	0	FALSE
gene340	0	FALSE
gene341	0	FALSE
gene342	0	FALSE
gene343	0	FALSE
gene344	0	FALSE
gene345	0	FALSE
gene346	0	FALSE
gene347	0	FALSE
gene348	2.36192603316158	TRUE
gene349	0	FALSE
gene350	0	FALSE
gene351	0	FALSE
gene352	1.55412087170407	TRUE
gene353	0	FALSE
gene354	0	FALSE
gene355	0	FALSE
gene356	-1.34905604459345	TRUE
gene357	0	FALSE
gene358	2.77158775459975	TRUE
gene359	0	FALSE
gene360	0	FALSE
gene361	0	FALSE
gene362	0	FALSE
gene363	0	FALSE
gene364	1.09638664592057	TRUE
gene365	1.86795116309077	TRUE
gene366	0	FALSE
gene367	0	FALSE
gene368	0	FALSE
gene369	0	FALSE
gene370	0	FALSE
gene371	0	FALSE
gene372	0	FALSE
gene373	0	FALSE
gene374	0	FALSE
gene375	0	FALSE
gene376	2.12508026976138	TRUE
gene377	0	FALSE
gene378	0	FALSE
gene379	2.80979679524899	TRUE
gene380	0	FALSE
gene381	0	FALSE
gene382	0	FALSE
gene383	0	FALSE
gene384	0	FALSE
gene385	0	FALSE
gene386	0	FALSE
gene387	0	FALSE
gene388	0	FALSE
gene389	0	FALSE
gene390	0	FALSE
gene391	0	FALSE
gene392	0	FALSE
gene393	0	FALSE
gene394	0	FALSE
gene395	0	FALSE
gene396	0	FALSE
gene397	0	FALSE
gene398	0	FALSE
gene399	0	FALSE
gene400	0	FALSE
